JCOMMOPS WMO-PLATFORM cross reference list as of 2012-09-08 for WMO number still allocated in the last 6 months (with WMO Ids that are numerical)

WMO;TELECOM ID;TELECOM SYSTEM;PTFM NAME;PTFM FAMILY;PTFM TYPE;CONTACT NAME;EMAIL;PROGRAM;ROLE;AGENCY;COUNTRY;ALLOC_DATE;DEALLOC_DATE;ARGOS_PROG
21621;101564;ARGOS;ARGOS:101564;DB;SVP;;;;;NOAA/AOML;USA;2011-12-22;3000-01-01;
21622;47516;ARGOS;ARGOS:47516;DB;DB;;;;;NOAA/AOML;USA;2010-09-02;3000-01-01;6129
21622;47516;ARGOS;ARGOS:47516;DB;DB;;;;;NOAA/AOML;USA;2010-09-02;3000-01-01;6129
21637;orbco21637;ORBCOMM;JMA21637;DB;SVPB;;;;;JMA;JPN;2010-05-08;3000-01-01;
21637;orbco21637;ORBCOMM;JMA21637;DB;SVPB;;;;;JMA;JPN;2010-05-08;3000-01-01;
21701;49065;ARGOS;ARGOS:49065;DB;SVP;;;;;NOAA/AOML;USA;2012-04-06;3000-01-01;
21701;49065;ARGOS;ARGOS:49065;DB;SVP;;;;;NATIONAL OCEANOGRAPHIC RESEARCH INSTITUTE;KOR;2012-04-06;3000-01-01;
21705;orbco21705;ORBCOMM;JMA21705;DB;DB;;;;;JMA;JPN;2010-08-25;2012-04-01;
21705;orbco21705;ORBCOMM;JMA21705;DB;DB;;;;;JMA;JPN;2010-08-25;2012-04-01;
21707;orbco21707;ORBCOMM;JMA21707;DB;SVPB;;;;;JMA;JPN;2012-05-18;3000-01-01;
21707;orbco21707;ORBCOMM;JMA21707;DB;SVPB;;;;;JMA;JPN;2012-05-18;3000-01-01;
21732;85149;ARGOS;ARGOS:85149;DB;SVP;;;;;NOAA/AOML;USA;2009-08-17;2012-04-01;3464
21732;85149;ARGOS;ARGOS:85149;DB;SVP;;;;;NOAA/AOML;USA;2009-08-17;2012-04-01;3464
21853;39997;ARGOS;ARGOS:39997;DB;SVPBD2;;;;;NOAA/AOML;USA;2011-05-09;3000-01-01;8325
21853;39997;ARGOS;ARGOS:39997;DB;SVPBD2;;;;;NOAA/AOML;USA;2011-05-09;3000-01-01;8325
21853;39997;ARGOS;ARGOS:39997;DB;SVPBD2;;;;;NOAA/AOML;USA;2011-05-09;3000-01-01;8325
21853;39997;ARGOS;ARGOS:39997;DB;SVPBD2;;;;;NOAA/AOML;USA;2011-05-09;3000-01-01;8325
21854;92981;ARGOS;ARGOS:92981;DB;SVPBD2;;;;;NOAA/AOML;USA;2010-10-13;3000-01-01;9325
21854;92981;ARGOS;ARGOS:92981;DB;SVPBD2;;;;;NOAA/AOML;USA;2010-10-13;3000-01-01;9325
21855;36474;ARGOS;ARGOS:36474;DB;SVP;;;;;NOAA/AOML;USA;2011-06-10;3000-01-01;
21855;36474;ARGOS;ARGOS:36474;DB;SVP;;;;;NOAA/AOML;USA;2011-06-10;3000-01-01;
21856;44192;ARGOS;ARGOS:44192;DB;SVPBD2;;;;;NOAA/AOML;USA;2011-07-21;2012-04-01;
21856;44192;ARGOS;ARGOS:44192;DB;SVPBD2;;;;;NOAA/AOML;USA;2011-07-21;2012-04-01;
21895;37042;ARGOS;ARGOS:37042;DB;SVP;;;;;NOAA/AOML;USA;2011-08-19;3000-01-01;
21895;37042;ARGOS;ARGOS:37042;DB;SVP;;;;;NOAA/AOML;USA;2011-08-19;3000-01-01;
21896;47584;ARGOS;ARGOS:47584;DB;DB;;;;;NOAA/AOML;USA;2010-09-02;2012-07-26;6129
21896;47584;ARGOS;ARGOS:47584;DB;DB;;;;;NOAA/AOML;USA;2010-09-02;2012-07-26;6129
21897;44120;ARGOS;ARGOS:44120;DB;SVPBD2;;;;;NOAA/AOML;USA;2011-07-27;2012-04-01;
21897;44120;ARGOS;ARGOS:44120;DB;SVPBD2;;;;;NOAA/AOML;USA;2011-07-27;2012-04-01;
21898;41612;ARGOS;ARGOS:41612;DB;SVPBD2;;;;;NOAA/AOML;USA;2012-04-05;3000-01-01;
21898;41612;ARGOS;ARGOS:41612;DB;SVPBD2;;;;;NOAA/AOML;USA;2012-04-05;3000-01-01;
21899;44167;ARGOS;ARGOS:44167;DB;SVPBD2;;;;;NOAA/AOML;USA;2011-07-25;2012-05-01;
21899;44167;ARGOS;ARGOS:44167;DB;SVPBD2;;;;;NOAA/AOML;USA;2011-07-25;2012-05-01;
21901;41606;ARGOS;ARGOS:41606;DB;SVP;;;;;NOAA/AOML;USA;2011-01-10;3000-01-01;
21901;41606;ARGOS;ARGOS:41606;DB;SVP;;;;;NOAA/AOML;USA;2011-01-10;3000-01-01;
21902;44200;ARGOS;ARGOS:44200;DB;SVPBD2;;;;;NOAA/AOML;USA;2011-07-21;2012-05-01;6325
21902;44200;ARGOS;ARGOS:44200;DB;SVPBD2;;;;;NOAA/AOML;USA;2011-07-21;2012-05-01;6325
21902;44200;ARGOS;ARGOS:44200;DB;SVPBD2;;;;;NOAA/AOML;USA;2011-07-21;2012-05-01;6325
21902;44200;ARGOS;ARGOS:44200;DB;SVPBD2;;;;;NOAA/AOML;USA;2011-07-21;2012-05-01;6325
21906;44213;ARGOS;ARGOS:44213;DB;SVPB;;;;;NOAA/AOML;USA;2011-07-25;3000-01-01;6325
21906;44213;ARGOS;ARGOS:44213;DB;SVPB;;;;;NOAA/AOML;USA;2011-07-25;3000-01-01;6325
21906;44213;ARGOS;ARGOS:44213;DB;SVPB;;;;;NOAA/AOML;USA;2011-07-25;3000-01-01;6325
21906;44213;ARGOS;ARGOS:44213;DB;SVPB;;;;;NOAA/AOML;USA;2011-07-25;3000-01-01;6325
21908;47591;ARGOS;ARGOS:47591;DB;DB;;;;;NOAA/AOML;USA;2010-09-02;3000-01-01;6129
21908;47591;ARGOS;ARGOS:47591;DB;DB;;;;;NOAA/AOML;USA;2010-09-02;3000-01-01;6129
21910;98902;ARGOS;ARGOS:98902;DB;SVP;;;;;NOAA/AOML;USA;2011-09-13;3000-01-01;8325
21910;98902;ARGOS;ARGOS:98902;DB;SVP;;;;;NOAA/AOML;USA;2011-09-13;3000-01-01;8325
21910;98902;ARGOS;ARGOS:98902;DB;SVP;;;;;NOAA/AOML;USA;2011-09-13;3000-01-01;8325
21910;98902;ARGOS;ARGOS:98902;DB;SVP;;;;;NOAA/AOML;USA;2011-09-13;3000-01-01;8325
21912;98903;ARGOS;ARGOS:98903;DB;SVP;;;;;NOAA/AOML;USA;2011-09-13;2012-04-01;
21912;98903;ARGOS;ARGOS:98903;DB;SVP;;;;;NOAA/AOML;USA;2011-09-13;2012-04-01;
21916;70914;ARGOS;ARGOS:70914;DB;SVPBD2;;;;;NOAA/AOML;USA;2008-06-07;3000-01-01;5325
21916;70914;ARGOS;ARGOS:70914;DB;SVPBD2;;;;;NOAA/AOML;USA;2008-06-07;3000-01-01;5325
21924;107571;ARGOS;ARGOS:107571;DB;SVP;;;;;NOAA/AOML;USA;2011-12-20;3000-01-01;
21924;107571;ARGOS;ARGOS:107571;DB;SVP;;;;;NOAA/AOML;USA;2011-12-20;3000-01-01;
21926;35265;ARGOS;ARGOS:35265;DB;SVP;;;;;NOAA/AOML;USA;2011-06-16;3000-01-01;
21926;35265;ARGOS;ARGOS:35265;DB;SVP;;;;;NOAA/AOML;USA;2011-06-16;3000-01-01;
21927;98899;ARGOS;ARGOS:98899;DB;SVP;;;;;NOAA/AOML;USA;2011-10-05;3000-01-01;
21927;98899;ARGOS;ARGOS:98899;DB;SVP;;;;;NOAA/AOML;USA;2011-10-05;3000-01-01;
21936;41613;ARGOS;ARGOS:41613;DB;SVPBD2;;;;;NOAA/AOML;USA;2012-04-07;3000-01-01;
21936;41613;ARGOS;ARGOS:41613;DB;SVPBD2;;;;;NOAA/AOML;USA;2012-04-07;3000-01-01;
21944;70917;ARGOS;ARGOS:70917;DB;SVPBD2;;;;;NOAA/AOML;USA;2008-06-28;3000-01-01;5325
21944;70917;ARGOS;ARGOS:70917;DB;SVPBD2;;;;;NOAA/AOML;USA;2008-06-28;3000-01-01;5325
21945;42949;ARGOS;ARGOS:42949;DB;SVPBD2;;;;;NOAA/AOML;USA;2012-04-09;3000-01-01;
21945;42949;ARGOS;ARGOS:42949;DB;SVPBD2;;;;;NOAA/AOML;USA;2012-04-09;3000-01-01;
21951;78796;ARGOS;ARGOS:78796;DB;SVPBD2;;;;;NOAA/AOML;USA;2009-06-02;3000-01-01;6325
21951;78796;ARGOS;ARGOS:78796;DB;SVPBD2;;;;;NOAA/AOML;USA;2009-06-02;3000-01-01;6325
21953;42970;ARGOS;ARGOS:42970;DB;SVPBD2;;;;;NOAA/AOML;USA;2012-04-09;2012-08-28;
21953;42970;ARGOS;ARGOS:42970;DB;SVPBD2;;;;;NOAA/AOML;USA;2012-04-09;2012-08-28;
21954;43870;ARGOS;ARGOS:43870;DB;SVPBD2;;;;;NOAA/AOML;USA;2012-06-05;3000-01-01;
21954;43870;ARGOS;ARGOS:43870;DB;SVPBD2;;;;;NOAA/AOML;USA;2012-06-05;3000-01-01;
21955;98900;ARGOS;ARGOS:98900;DB;SVP;;;;;NOAA/AOML;USA;2011-10-03;3000-01-01;
21955;98900;ARGOS;ARGOS:98900;DB;SVP;;;;;NOAA/AOML;USA;2011-10-03;3000-01-01;
21964;70908;ARGOS;ARGOS:70908;DB;SVPBD2;;;;;NOAA/AOML;USA;2008-07-03;3000-01-01;5325
21964;70908;ARGOS;ARGOS:70908;DB;SVPBD2;;;;;NOAA/AOML;USA;2008-07-03;3000-01-01;5325
21966;40135;ARGOS;ARGOS:40135;DB;DB;;;;;NOAA/AOML;USA;2011-03-02;3000-01-01;8325
21966;40135;ARGOS;ARGOS:40135;DB;DB;;;;;NOAA/AOML;USA;2011-03-02;3000-01-01;8325
21985;42905;ARGOS;ARGOS:42905;DB;SVPBD2;;;;;NOAA/AOML;USA;2012-06-19;3000-01-01;
21985;42905;ARGOS;ARGOS:42905;DB;SVPBD2;;;;;NOAA/AOML;USA;2012-06-19;3000-01-01;
21986;70924;ARGOS;ARGOS:70924;DB;SVPBD2;;;;;NOAA/AOML;USA;2008-06-02;3000-01-01;5325
21986;70924;ARGOS;ARGOS:70924;DB;SVPBD2;;;;;NOAA/AOML;USA;2008-06-02;3000-01-01;5325
21991;44215;ARGOS;ARGOS:44215;DB;SVPBD2;;;;;NOAA/AOML;USA;2011-07-25;3000-01-01;6325
21991;44215;ARGOS;ARGOS:44215;DB;SVPBD2;;;;;NOAA/AOML;USA;2011-07-25;3000-01-01;6325
21991;44215;ARGOS;ARGOS:44215;DB;SVPBD2;;;;;NOAA/AOML;USA;2011-07-25;3000-01-01;6325
21991;44215;ARGOS;ARGOS:44215;DB;SVPBD2;;;;;NOAA/AOML;USA;2011-07-25;3000-01-01;6325
21997;83375;ARGOS;ARGOS:83375;DB;SVPBD2;;;;;NOAA/AOML;USA;2010-07-27;2012-04-01;6325
21997;83375;ARGOS;ARGOS:83375;DB;SVPBD2;;;;;NOAA/AOML;USA;2010-07-27;2012-04-01;6325
22101;orbco22101;ORBCOMM;KMA22101;MB;MB;;;;;KMA;KOR;2006-08-01;3000-01-01;
22101;orbco22101;ORBCOMM;KMA22101;MB;MB;;;;;KMA;KOR;2006-08-01;3000-01-01;
22102;orbco22102;ORBCOMM;KMA22102;MB;MB;;;;;KMA;KOR;2006-08-01;3000-01-01;
22102;orbco22102;ORBCOMM;KMA22102;MB;MB;;;;;KMA;KOR;2006-08-01;3000-01-01;
22103;orbco22103;ORBCOMM;KMA22103;MB;MB;;;;;KMA;KOR;2006-08-01;3000-01-01;
22103;orbco22103;ORBCOMM;KMA22103;MB;MB;;;;;KMA;KOR;2006-08-01;3000-01-01;
22104;orbco22104;ORBCOMM;KMA22104;MB;MB;;;;;KMA;KOR;2006-08-01;3000-01-01;
22104;orbco22104;ORBCOMM;KMA22104;MB;MB;;;;;KMA;KOR;2006-08-01;3000-01-01;
22105;orbco22105;ORBCOMM;KMA22105;MB;MB;;;;;KMA;KOR;2006-08-01;3000-01-01;
22105;orbco22105;ORBCOMM;KMA22105;MB;MB;;;;;KMA;KOR;2006-08-01;3000-01-01;
22106;ORB22106;ORBCOMM;KMA22106;MB;MB;;;;;KMA;KOR;2008-10-01;3000-01-01;
22106;ORB22106;ORBCOMM;KMA22106;MB;MB;;;;;KMA;KOR;2008-10-01;3000-01-01;
22107;ORB22107;ORBCOMM;KMA22107;MB;MB;;;;;KMA;KOR;2009-06-01;3000-01-01;
22107;ORB22107;ORBCOMM;KMA22107;MB;MB;;;;;KMA;KOR;2009-06-01;3000-01-01;
22108;ORB22108;ORBCOMM;KMA22108;MB;MB;;;;;KMA;KOR;2009-10-25;3000-01-01;
22108;ORB22108;ORBCOMM;KMA22108;MB;MB;;;;;KMA;KOR;2009-10-25;3000-01-01;
22536;83577;ARGOS;ARGOS:83577;DB;SVP;;;;;NOAA/AOML;USA;2008-11-02;3000-01-01;5325
22536;83577;ARGOS;ARGOS:83577;DB;SVP;;;;;NOAA/AOML;USA;2008-11-02;3000-01-01;5325
22572;83567;ARGOS;ARGOS:83567;DB;SVP;;;;;NOAA/AOML;USA;2008-12-02;3000-01-01;5325
22572;83567;ARGOS;ARGOS:83567;DB;SVP;;;;;NOAA/AOML;USA;2008-12-02;3000-01-01;5325
22574;83568;ARGOS;ARGOS:83568;DB;SVP;;;;;NOAA/AOML;USA;2009-01-02;2012-06-20;5325
22574;83568;ARGOS;ARGOS:83568;DB;SVP;;;;;NOAA/AOML;USA;2009-01-02;2012-06-20;5325
22576;83587;ARGOS;ARGOS:83587;DB;SVP;;;;;NOAA/AOML;USA;2009-01-02;3000-01-01;5325
22576;83587;ARGOS;ARGOS:83587;DB;SVP;;;;;NOAA/AOML;USA;2009-01-02;3000-01-01;5325
22578;83551;ARGOS;ARGOS:83551;DB;SVP;;;;;NOAA/AOML;USA;2009-01-02;3000-01-01;5325
22578;83551;ARGOS;ARGOS:83551;DB;SVP;;;;;NOAA/AOML;USA;2009-01-02;3000-01-01;5325
22588;109240;ARGOS;ARGOS:109240;DB;SVP;;;;;NOAA/AOML;USA;2012-04-07;2012-05-30;
22588;109240;ARGOS;ARGOS:109240;DB;SVP;;;;;NOAA/AOML;USA;2012-04-07;2012-05-30;
22612;82008;ARGOS;ARGOS:82008;DB;SVP;;;;;NOAA/AOML;USA;2009-04-02;3000-01-01;9325
22612;82008;ARGOS;ARGOS:82008;DB;SVP;;;;;NOAA/AOML;USA;2009-04-02;3000-01-01;9325
22634;41674;ARGOS;ARGOS:41674;DB;SVP;;;;;NOAA/AOML;USA;2008-04-02;3000-01-01;6325
22634;41674;ARGOS;ARGOS:41674;DB;SVP;;;;;NOAA/AOML;USA;2008-04-02;3000-01-01;6325
22635;83552;ARGOS;ARGOS:83552;DB;SVP;;;;;NOAA/AOML;USA;2008-04-02;3000-01-01;5325
22635;83552;ARGOS;ARGOS:83552;DB;SVP;;;;;NOAA/AOML;USA;2008-04-02;3000-01-01;5325
22684;72571;ARGOS;ARGOS:72571;DB;DB;;;;;NOAA/AOML;USA;2011-11-16;3000-01-01;3464
22684;72571;ARGOS;ARGOS:72571;DB;DB;;;;;NATIONAL OCEANOGRAPHIC RESEARCH INSTITUTE;KOR;2011-11-16;3000-01-01;3464
22686;72613;ARGOS;ARGOS:72613;DB;DB;;;;;NOAA/AOML;USA;2012-08-21;3000-01-01;3464
22686;72613;ARGOS;ARGOS:72613;DB;DB;;;;;NATIONAL OCEANOGRAPHIC RESEARCH INSTITUTE;KOR;2012-08-21;3000-01-01;3464
22688;72616;ARGOS;ARGOS:72616;DB;DB;;;;;NOAA/AOML;USA;2011-11-16;3000-01-01;3464
22688;72616;ARGOS;ARGOS:72616;DB;DB;;;;;NATIONAL OCEANOGRAPHIC RESEARCH INSTITUTE;KOR;2011-11-16;3000-01-01;3464
22689;85142;ARGOS;ARGOS:85142;DB;SVP;;;;;NOAA/AOML;USA;2012-08-21;3000-01-01;
22689;85142;ARGOS;ARGOS:85142;DB;SVP;;;;;NATIONAL OCEANOGRAPHIC RESEARCH INSTITUTE;KOR;2012-08-21;3000-01-01;
22691;72609;ARGOS;ARGOS:72609;DB;SVP;;;;;NOAA/AOML;USA;2011-08-28;2012-04-07;3464
22691;72609;ARGOS;ARGOS:72609;DB;SVP;;;;;NATIONAL OCEANOGRAPHIC RESEARCH INSTITUTE;KOR;2011-08-28;2012-04-07;3464
22691;72609;ARGOS;ARGOS:72609;DB;SVP;;;;;NOAA/AOML;USA;2011-08-28;2012-04-07;3464
22691;72609;ARGOS;ARGOS:72609;DB;SVP;;;;;NOAA/AOML;USA;2011-08-28;2012-04-07;3464
22910;83573;ARGOS;ARGOS:83573;DB;SVP;;;;;NOAA/AOML;USA;2008-07-02;3000-01-01;5325
22910;83573;ARGOS;ARGOS:83573;DB;SVP;;;;;NOAA/AOML;USA;2008-07-02;3000-01-01;5325
23001;20983;ARGOS;RAMA0N81E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-08-14;2012-08-17;
23001;20983;ARGOS;RAMA0N81E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-08-19;2012-08-20;
23001;20983;ARGOS;RAMA0N81E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-09-04;3000-01-01;
23001;20983;ARGOS;RAMA0N81E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-07-15;2012-08-03;
23001;20983;ARGOS;RAMA0N81E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-08-19;2012-08-20;
23001;20983;ARGOS;RAMA0N81E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-08-14;2012-08-17;
23001;20983;ARGOS;RAMA0N81E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-09-04;3000-01-01;
23001;20983;ARGOS;RAMA0N81E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-07-15;2012-08-03;
23002;7323;ARGOS;RAMA2N81E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-08-16;3000-01-01;
23002;7323;ARGOS;RAMA2N81E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-08-16;3000-01-01;
23003;20978;ARGOS;RAMA02S81E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-08-30;3000-01-01;
23003;20978;ARGOS;RAMA02S81E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-08-30;3000-01-01;
23004;27340;ARGOS;RAMA00N90E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-02-08;2012-04-10;
23004;27340;ARGOS;RAMA00N90E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-05-02;3000-01-01;
23004;27340;ARGOS;RAMA00N90E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-02-08;2012-04-10;
23004;27340;ARGOS;RAMA00N90E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-05-02;3000-01-01;
23005;4606;ARGOS;RAMA02N90E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-08-15;3000-01-01;
23005;4606;ARGOS;RAMA02N90E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-05-04;2012-05-06;
23005;4606;ARGOS;RAMA02N90E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-02-08;2012-04-05;
23005;4606;ARGOS;RAMA02N90E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-08-15;3000-01-01;
23005;4606;ARGOS;RAMA02N90E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-02-08;2012-04-05;
23005;4606;ARGOS;RAMA02N90E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-05-04;2012-05-06;
23006;782;ARGOS;RAMA04N90E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-06-18;3000-01-01;
23006;782;ARGOS;RAMA04N90E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-05-11;2012-05-16;
23006;782;ARGOS;RAMA04N90E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-05-11;2012-05-16;
23006;782;ARGOS;RAMA04N90E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-06-18;3000-01-01;
23007;20974;ARGOS;RAMA08N90E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-02-02;2012-05-15;
23007;20974;ARGOS;RAMA08N90E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-02-02;2012-05-15;
23007;20974;ARGOS;RAMA08N90E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-05-16;3000-01-01;
23007;20974;ARGOS;RAMA08N90E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-05-16;3000-01-01;
23009;27056;ARGOS;RAMA15N90E;MB;ATLAS;;;;;NOAA/PMEL;USA;2011-11-28;3000-01-01;482
23009;27056;ARGOS;RAMA15N90E;MB;ATLAS;;;;;NOAA/PMEL;USA;2011-11-28;3000-01-01;482
23010;4593;ARGOS;RAMA04S81E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-07-19;2012-08-13;
23010;4593;ARGOS;RAMA04S81E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-08-24;3000-01-01;
23010;4593;ARGOS;RAMA04S81E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-05-08;2012-05-11;
23010;4593;ARGOS;RAMA04S81E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-07-19;2012-08-13;
23010;4593;ARGOS;RAMA04S81E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-08-24;3000-01-01;
23010;4593;ARGOS;RAMA04S81E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-05-08;2012-05-11;
23017;2301;ARGOS;RAMA04S67E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-06-25;2012-07-05;
23017;2301;ARGOS;RAMA04S67E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-07-31;3000-01-01;
23017;2301;ARGOS;RAMA04S67E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-07-31;3000-01-01;
23017;2301;ARGOS;RAMA04S67E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-07-17;2012-07-23;
23017;2301;ARGOS;RAMA04S67E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-06-25;2012-07-05;
23017;2301;ARGOS;RAMA04S67E;MB;ATLAS;;;;;NOAA/PMEL;USA;2012-07-17;2012-07-23;
23091;INMAR:23091;INMARSAT;NIOT:23091:BD08;MB;WAVEBUOY;;;;;NIOT;IND;2011-06-01;3000-01-01;
23091;INMAR:23091;INMARSAT;NIOT:23091:BD08;MB;WAVEBUOY;;;;;NIOT;IND;2011-06-01;3000-01-01;
23093;INMAR:23093;INMARSAT;NIOT:23093:BD10;MB;WAVEBUOY;;;;;NIOT;IND;2011-06-01;3000-01-01;
23093;INMAR:23093;INMARSAT;NIOT:23093:BD10;MB;WAVEBUOY;;;;;NIOT;IND;2011-06-01;3000-01-01;
23094;INMAR:23094;INMARSAT;NIOT:23094:BD11;MB;WAVEBUOY;;;;;NIOT;IND;2011-06-01;3000-01-01;
23094;INMAR:23094;INMARSAT;NIOT:23094:BD11;MB;WAVEBUOY;;;;;NIOT;IND;2011-06-01;3000-01-01;
23095;INMAR:23095;INMARSAT;NIOT:23095:BD12;MB;WAVEBUOY;;;;;NIOT;IND;2011-05-01;3000-01-01;
23095;INMAR:23095;INMARSAT;NIOT:23095:BD12;MB;WAVEBUOY;;;;;NIOT;IND;2011-05-01;3000-01-01;
23097;INMAR:23097;INMARSAT;NIOT:23097:AD02;MB;WAVEBUOY;;;;;NIOT;IND;2011-01-01;3000-01-01;
23097;INMAR:23097;INMARSAT;NIOT:23097:AD02;MB;WAVEBUOY;;;;;NIOT;IND;2011-01-01;3000-01-01;
23100;INMAR:23100;INMARSAT;NIOT:23100:BD02;MB;WAVEBUOY;;;;;NIOT;IND;2011-01-01;3000-01-01;
23100;INMAR:23100;INMARSAT;NIOT:23100:BD02;MB;WAVEBUOY;;;;;NIOT;IND;2011-01-01;3000-01-01;
23171;INMAR:23171;INMARSAT;NIOT:23171:AD03;MB;WAVEBUOY;;;;;NIOT;IND;2011-01-01;3000-01-01;
23171;INMAR:23171;INMARSAT;NIOT:23171:AD03;MB;WAVEBUOY;;;;;NIOT;IND;2011-01-01;3000-01-01;
23173;INMAR:23173;INMARSAT;NIOT:23173:AD01;MB;WAVEBUOY;;;;;NIOT;IND;2009-06-02;2012-04-01;
23173;INMAR:23173;INMARSAT;NIOT:23173:AD01;MB;WAVEBUOY;;;;;NIOT;IND;2009-06-02;2012-04-01;
23459;INMAR:23459;INMARSAT;NIOT:23459:BD13;MB;MB;;;;;NIOT;IND;2010-10-01;3000-01-01;
23459;INMAR:23459;INMARSAT;NIOT:23459:BD13;MB;MB;;;;;NIOT;IND;2010-10-01;3000-01-01;
23460;INMAR:23460;INMARSAT;NIOT:23460:BD14;MB;WAVEBUOY;;;;;NIOT;IND;2010-10-26;2012-04-01;
23460;INMAR:23460;INMARSAT;NIOT:23460:BD14;MB;WAVEBUOY;;;;;NIOT;IND;2010-10-26;2012-04-01;
23491;INMAR:23491;INMARSAT;NIOT:23491:CB01;MB;WAVEBUOY;;;;;NIOT;IND;2011-02-01;3000-01-01;
23491;INMAR:23491;INMARSAT;NIOT:23491:CB01;MB;WAVEBUOY;;;;;NIOT;IND;2011-02-01;3000-01-01;
23492;INMAR:23492;INMARSAT;NIOT:23492:CB02;MB;WAVEBUOY;;;;;NIOT;IND;2011-04-01;3000-01-01;
23492;INMAR:23492;INMARSAT;NIOT:23492:CB02;MB;WAVEBUOY;;;;;NIOT;IND;2011-04-01;3000-01-01;
23493;INMAR:23493;INMARSAT;NIOT:23493:CB03;MB;WAVEBUOY;;;;;NIOT;IND;2012-04-01;3000-01-01;
23493;INMAR:23493;INMARSAT;NIOT:23493:CB03;MB;WAVEBUOY;;;;;NIOT;IND;2012-04-01;3000-01-01;
23494;INMAR:23494;INMARSAT;NIOT:23494:AD04;MB;WAVEBUOY;;;;;NIOT;IND;2011-01-01;3000-01-01;
23494;INMAR:23494;INMARSAT;NIOT:23494:AD04;MB;WAVEBUOY;;;;;NIOT;IND;2011-01-01;3000-01-01;
23495;INMAR:23495;INMARSAT;NIOT:23495:AD05;MB;WAVEBUOY;;;;;NIOT;IND;2009-05-01;3000-01-01;
23495;INMAR:23495;INMARSAT;NIOT:23495:AD05;MB;WAVEBUOY;;;;;NIOT;IND;2009-05-01;3000-01-01;
23496;INMAR:23496;INMARSAT;NIOT:23496:SW02;MB;WAVEBUOY;;;;;NIOT;IND;2011-04-01;3000-01-01;
23496;INMAR:23496;INMARSAT;NIOT:23496:SW02;MB;WAVEBUOY;;;;;NIOT;IND;2011-04-01;3000-01-01;
23497;INMAR:23497;INMARSAT;NIOT:23497:CALVAL;MB;WAVEBUOY;;;;;NIOT;IND;2011-12-01;3000-01-01;
23497;INMAR:23497;INMARSAT;NIOT:23497:CALVAL;MB;WAVEBUOY;;;;;NIOT;IND;2011-12-01;3000-01-01;
23498;INMAR:23498;INMARSAT;NIOT:23498:BD06;MB;WAVEBUOY;;;;;NIOT;IND;2008-11-02;2012-04-01;
23498;INMAR:23498;INMARSAT;NIOT:23498:BD06;MB;WAVEBUOY;;;;;NIOT;IND;2008-11-02;2012-04-01;
23499;NIOT23499;ORBCOMM;NIOT23499;MB;MB;;;;;NIOT;IND;2011-08-01;3000-01-01;
23499;NIOT23499;ORBCOMM;NIOT23499;MB;MB;;;;;NIOT;IND;2011-08-01;3000-01-01;
23507;102051;ARGOS;ARGOS:102051;DB;DB;;;;;NAVOCEANO;USA;2012-02-17;2012-04-04;599
23507;102051;ARGOS;ARGOS:102051;DB;DB;;;;;NAVOCEANO;USA;2012-02-17;2012-04-04;599
23508;102052;ARGOS;ARGOS:102052;DB;DB;;;;;NAVOCEANO;USA;2012-03-26;2012-06-28;599
